subdomain,base_domain,web_ports,services_count,has_http,has_https
gcp.mutual.cl,mutual.cl,"80,443",2,True,True
generatoken.sence.cl,sence.cl,"80,443",2,True,True
genero.conicyt.cl,conicyt.cl,"80,443",2,True,True
genero.ucsc.cl,ucsc.cl,"80,443",2,True,True
geo.emol.cl,emol.cl,"80,443,8080,8443",4,True,True
geonode.meteochile.gob.cl,gob.cl,"80,443",2,True,True
gestion-postgrado.usach.cl,usach.cl,"80,443",2,True,True
gestion.trabajando.cl,trabajando.cl,"80,443,8080,8443",4,True,True
gestiondeflota.entel.cl,entel.cl,"80,443",2,True,True
gestiondeproyectos.usm.cl,usm.cl,"80,443",2,True,True
gestioninmobiliaria.santander.cl,santander.cl,"80,443",2,True,True
gestor.practicatest.cl,practicatest.cl,"80,443",2,True,True
gestor.wom.cl,wom.cl,"80,443",2,True,True
gestorfriendly.wom.cl,wom.cl,"80,443",2,True,True
getnet.santander.cl,santander.cl,"80,443",2,True,True
gg.google.cl,google.cl,"80,443",2,True,True
gis.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
git.chileatiende.gob.cl,gob.cl,"80,443",2,True,True
gmail.redgol.cl,redgol.cl,"80,443,8080,8443",4,True,True
go.dalealbo.cl,dalealbo.cl,"80,443",2,True,True
go.redgol.cl,redgol.cl,"80,443",2,True,True
gobernanza.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
gobierno.uc.cl,uc.cl,"80,443",2,True,True
gore.appoderado.cl,appoderado.cl,"80,443",2,True,True
gp.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
gp.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
grafana.tools.walmartdigital.cl,walmartdigital.cl,"80,443,8080,8443",4,True,True
grandespersonas.farmaciasahumada.cl,farmaciasahumada.cl,"80,443,8080,8443",4,True,True
green.easy.cl,easy.cl,"80,443",2,True,True
gremios.clubhipico.cl,clubhipico.cl,"80,443",2,True,True
grima.24horas.cl,24horas.cl,"80,443",2,True,True
grm10img.emol.cl,emol.cl,"80,443",2,True,True
groups.google.cl,google.cl,"80,443",2,True,True
grow.conicyt.cl,conicyt.cl,"80,443",2,True,True
grupoalto.trabajando.cl,trabajando.cl,"80,443",2,True,True
grupogtd.trabajando.cl,trabajando.cl,"80,443",2,True,True
gsf51.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
gsf52.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
gsuite.google.cl,google.cl,"80,443",2,True,True
gsuite.powerhost.cl,powerhost.cl,"80,443",2,True,True
guia.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
guiauditiva.uc.cl,uc.cl,"80,443",2,True,True
gw-qa-terceros.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
gw1.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
gwimsva.mutual.cl,mutual.cl,"80,443",2,True,True
h2hbcx.empresas.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
h2hs.qa.empresas.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
h5-z1-cirrus.bancoestado.cl,bancoestado.cl,"80,443",2,True,True
habitabilidad.ministeriodesarrollosocial.gob.cl,gob.cl,8443,1,False,True
haproxypam.usm.cl,usm.cl,"80,443",2,True,True
hayequipo.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
haztecliente.bancoripley.cl,bancoripley.cl,443,1,False,True
hdiseguros.trabajando.cl,trabajando.cl,"80,443",2,True,True
help.ctrlit.cl,ctrlit.cl,"80,443",2,True,True
help.kameone.cl,kameone.cl,"80,443,8080,8443",4,True,True
help.scotiabank.cl,scotiabank.cl,"80,443",2,True,True
help.ticketmaster.cl,ticketmaster.cl,"80,443,8080,8443",4,True,True
help.trabajando.cl,trabajando.cl,"80,443",2,True,True
hisanalytics.redsalud.cl,redsalud.cl,"80,443",2,True,True
histologia.medicina.uc.cl,uc.cl,"80,443",2,True,True
historiaclinica-cmd.redsalud.cl,redsalud.cl,"80,443",2,True,True
historiaclinica-vitacura.redsalud.cl,redsalud.cl,"80,443",2,True,True
historiadelaley.bcn.cl,bcn.cl,"80,443",2,True,True
home.autofact.cl,autofact.cl,"80,443",2,True,True
home.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
home.sii.cl,sii.cl,"80,443",2,True,True
home.tvn.cl,tvn.cl,"80,443",2,True,True
home.wom.cl,wom.cl,"443,8443",2,False,True
homeoffice.planetahosting.cl,planetahosting.cl,"80,443",2,True,True
homes-fend.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
honoriscausa.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
hospitaldesimulacion.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
hosting-externos1.mat.uc.cl,uc.cl,"80,443",2,True,True
hosting01.mat.uc.cl,uc.cl,"80,443",2,True,True
hosting03.mat.uc.cl,uc.cl,"80,443",2,True,True
hosting2.mat.uc.cl,uc.cl,"80,443",2,True,True
hp.qa.discover.adidas.cl,adidas.cl,"80,443",2,True,True
hpv-alumnos.junaeb.cl,junaeb.cl,"80,443",2,True,True
hpv.junaeb.cl,junaeb.cl,"80,443",2,True,True
ht2.servicios.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
ht3.servicios.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
ht4.servicios.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
i01.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
ia.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
ia.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
iacc.trabajando.cl,trabajando.cl,"80,443",2,True,True
iam-backend.claveunica.gob.cl,gob.cl,"80,443",2,True,True
ibb-mantenedores-qa.redsalud.cl,redsalud.cl,"80,443",2,True,True
ibilbidea.recorrido.cl,recorrido.cl,"80,443",2,True,True
icafal.trabajando.cl,trabajando.cl,"80,443",2,True,True
icec.mineduc.cl,mineduc.cl,"80,443",2,True,True
ics-qa.bancofalabella.cl,bancofalabella.cl,443,1,False,True
ics.bancofalabella.cl,bancofalabella.cl,443,1,False,True
id.conicyt.cl,conicyt.cl,"80,443",2,True,True
id.df.cl,df.cl,"80,443,8080,8443",4,True,True
id.google.cl,google.cl,"80,443",2,True,True
id.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
id.tgr.cl,tgr.cl,"80,443",2,True,True
id2.conicyt.cl,conicyt.cl,"80,443",2,True,True
idc.seller.shopee.cl,shopee.cl,"80,443",2,True,True
identidad.tumundo.cl,tumundo.cl,"80,443,8080",3,True,True
ieee-ica-acca2018.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
iestadistica.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
ifa.itau.cl,itau.cl,"80,443,8080,8443",4,True,True
igeaprod.cge.cl,cge.cl,443,1,False,True
igeaprod.gslb.cge.cl,cge.cl,443,1,False,True
iibm.uc.cl,uc.cl,"80,443",2,True,True
iieconf.ufro.cl,ufro.cl,"80,443",2,True,True
image.banca.santander.cl,santander.cl,"80,443",2,True,True
image.email.preunic.cl,preunic.cl,"80,443",2,True,True
image.google.cl,google.cl,"80,443",2,True,True
image.hola.scotiabank.cl,scotiabank.cl,"80,443",2,True,True
image.info.lider.cl,lider.cl,"80,443",2,True,True
image.informaciones.inacap.cl,inacap.cl,"80,443",2,True,True
image.promo.cinepolischile.cl,cinepolischile.cl,"80,443",2,True,True
image.risk.santander.cl,santander.cl,"80,443",2,True,True
imagenenmail.santander.cl,santander.cl,"80,443,8080,8443",4,True,True
imagenes.paris.cl,paris.cl,"80,443",2,True,True
imagenes.portalnet.cl,portalnet.cl,"80,443,8080,8443",4,True,True
imagenes.recorrido.cl,recorrido.cl,"80,443",2,True,True
imagenes.santander.cl,santander.cl,"80,443,8080,8443",4,True,True
imagenes.t13.cl,t13.cl,"80,443",2,True,True
images.lahora.cl,lahora.cl,"80,443,8080,8443",4,True,True
images.mailing.salcobrand.cl,salcobrand.cl,80,1,True,False
images.mega.cl,mega.cl,"80,443,8080,8443",4,True,True
images.yapo.cl,yapo.cl,"80,443,8080,8443",4,True,True
images2.mega.cl,mega.cl,"80,443,8080,8443",4,True,True
img.24horas.cl,24horas.cl,"80,443,8080",3,True,True
img.bancoripley.cl,bancoripley.cl,"80,443",2,True,True
img.contacto.integramedica.cl,integramedica.cl,"80,443,8080,8443",4,True,True
img.contacto1.integramedica.cl,integramedica.cl,"80,443,8080,8443",4,True,True
img.contacto2.integramedica.cl,integramedica.cl,"80,443,8080,8443",4,True,True
img.ecn.cl,ecn.cl,"80,443,8080,8443",4,True,True
img.emol.cl,emol.cl,"80,443",2,True,True
img.lahora.cl,lahora.cl,"80,443,8080,8443",4,True,True
img.publimetro.cl,publimetro.cl,"80,443,8080,8443",4,True,True
imgcomentarista.emol.cl,emol.cl,"80,443,8080,8443",4,True,True
imperial.trabajando.cl,trabajando.cl,"80,443",2,True,True
ims-production.walmartdigital.cl,walmartdigital.cl,"80,443,8080,8443",4,True,True
imspub.ripley.cl,ripley.cl,"80,443,8080,8443",4,True,True
inacap.trabajando.cl,trabajando.cl,"80,443,8080,8443",4,True,True
inbound.laborum.cl,laborum.cl,80,1,True,False
inclusion.iacc.cl,iacc.cl,"80,443",2,True,True
inclusionygenero.tgr.cl,tgr.cl,"80,443",2,True,True
indisponibilidad.dt.gob.cl,gob.cl,"80,443",2,True,True
info.efe.cl,efe.cl,"80,443",2,True,True
info.elmostrador.cl,elmostrador.cl,"80,443",2,True,True
info.scotiabank.cl,scotiabank.cl,"80,443",2,True,True
infocyt.conicyt.cl,conicyt.cl,"80,443",2,True,True
informacioncorporativa.entel.cl,entel.cl,"80,443",2,True,True
informe-precio.autofact.cl,autofact.cl,"80,443",2,True,True
informe.autofact.cl,autofact.cl,"80,443",2,True,True
informedeudas.cmfchile.cl,cmfchile.cl,443,1,False,True
informes-monitoreo.ministeriodesarrollosocial.gob.cl,gob.cl,"80,443",2,True,True
infoweb-prd.mutual.cl,mutual.cl,"80,443",2,True,True
infraestructurabicentenario.uchile.cl,uchile.cl,"80,443",2,True,True
infraestructuraescolar.mineduc.cl,mineduc.cl,"80,443",2,True,True
ingenieriadeprocesos.usach.cl,usach.cl,"80,443",2,True,True
ingenieros.trabajando.cl,trabajando.cl,"80,443",2,True,True
ingevec.trabajando.cl,trabajando.cl,"80,443",2,True,True
ingresodesolicitudes-ejecutivos.cajalosandes.cl,cajalosandes.cl,"80,443",2,True,True
ingresodesolicitudes.cajalosandes.cl,cajalosandes.cl,"80,443",2,True,True
ingress-gcp.appoderado.cl,appoderado.cl,"80,443",2,True,True
inmueble.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
inmuebles-home.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
inmuebles.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
innovationsummit.usm.cl,usm.cl,"80,443",2,True,True
inprolec.trabajando.cl,trabajando.cl,"80,443",2,True,True
inscripcion-validacion-estudios.mineduc.cl,mineduc.cl,"80,443",2,True,True
inscripcion.ufro.cl,ufro.cl,"80,443",2,True,True
inscripcioneslab.duoc.cl,duoc.cl,"80,443",2,True,True
inscripcioninterescolaresexplora.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
instagram.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
instituciones.tgr.cl,tgr.cl,"80,443",2,True,True
institutosa.webescuela.cl,webescuela.cl,"80,443",2,True,True
instrumentos.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
int1.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
int3.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
int6.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
int7.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
int8.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
integracion.pjud.cl,pjud.cl,"80,443",2,True,True
integraciones.cajalosandes.cl,cajalosandes.cl,"80,443",2,True,True
integraciones.tgr.cl,tgr.cl,"80,443",2,True,True
integraciontest.pjud.cl,pjud.cl,"80,443",2,True,True
inteligenciasocial.uc.cl,uc.cl,"80,443",2,True,True
intercambio-oal.mutual.cl,mutual.cl,"80,443",2,True,True
internacionalizacion.uc.cl,uc.cl,"80,443",2,True,True
internos-cerc.c.sii.cl,sii.cl,443,1,False,True
internos-devc.c.sii.cl,sii.cl,443,1,False,True
interpinchazo-hub.dev.blue.cl,blue.cl,"80,443,8080,8443",4,True,True
intranet-qa.redsalud.cl,redsalud.cl,"80,443",2,True,True
intranet.arquitectura.usm.cl,usm.cl,"80,443",2,True,True
intranet.bcentral.cl,bcentral.cl,"80,443",2,True,True
intranet.clubhipico.cl,clubhipico.cl,"80,443",2,True,True
intranet.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
intranet.efe.cl,efe.cl,"80,443",2,True,True
intranet.inacap.cl,inacap.cl,"80,443",2,True,True
intranet.mutual.cl,mutual.cl,"80,443,8080",3,True,True
intranet2010.creattiva.cl,creattiva.cl,"80,443",2,True,True
inventario.test.appoderado.cl,appoderado.cl,"80,443",2,True,True
inversionistas.cajalosandes.cl,cajalosandes.cl,"80,443,8080,8443",4,True,True
investigacionypostgrado.fadeu.uc.cl,uc.cl,"80,443",2,True,True
investor.bancoestado.cl,bancoestado.cl,"80,443",2,True,True
investors.cencosud.cl,cencosud.cl,"80,443,8080,8443",4,True,True
invierno.cruzverde.cl,cruzverde.cl,"80,443",2,True,True
io.sence.cl,sence.cl,8080,1,True,False
ipbritanico.chiletrabajos.cl,chiletrabajos.cl,"80,443",2,True,True
ipchile.trabajando.cl,trabajando.cl,"80,443",2,True,True
ipe.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
iphone.terra.cl,terra.cl,"80,443,8080,8443",4,True,True
iplacex.trabajando.cl,trabajando.cl,"80,443",2,True,True
ipod.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
ipv6.portalnet.cl,portalnet.cl,"80,443,8080,8443",4,True,True
iq.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
ir.santander.cl,santander.cl,"80,443",2,True,True
ir.tumundo.cl,tumundo.cl,"80,443",2,True,True
is.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
isl.mutual.cl,mutual.cl,"80,443,8080",3,True,True
ism.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
ismages.uft.cl,uft.cl,"80,443",2,True,True
isp-app-ns.adc.dci.uc.cl,uc.cl,80,1,True,False
isp-app.adc.dci.uc.cl,uc.cl,"80,443",2,True,True
isp-app.adc.uc.cl,uc.cl,"80,443",2,True,True
isp-app.uc.cl,uc.cl,"80,443",2,True,True
isp-frame.adc.dci.uc.cl,uc.cl,"80,443",2,True,True
isp-jo.adc.dci.uc.cl,uc.cl,"80,443",2,True,True
isp-wp.adc.dci.uc.cl,uc.cl,"80,443",2,True,True
itau.trabajando.cl,trabajando.cl,"80,443",2,True,True
itsm.entel.cl,entel.cl,443,1,False,True
iva-cerc.c.sii.cl,sii.cl,443,1,False,True
iva-devc.c.sii.cl,sii.cl,443,1,False,True
ivrapplicationservices.ose.wom.cl,wom.cl,"443,8443",2,False,True
jejingenieria.trabajando.cl,trabajando.cl,"80,443",2,True,True
jenkins-civa.kupos.cl,kupos.cl,"80,443,8080",3,True,True
jenkins-turbus.kupos.cl,kupos.cl,"80,443",2,True,True
jenkins.efe.cl,efe.cl,"80,443",2,True,True
jenkinsqa.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
jimlicanten.webescuela.cl,webescuela.cl,"80,443",2,True,True
jmt17.google.cl,google.cl,"80,443",2,True,True
jo.adc.dci.uc.cl,uc.cl,"80,443",2,True,True
jo.uc.cl,uc.cl,"80,443",2,True,True
jornada-excepcional.api.dirtrab.cl,dirtrab.cl,"80,443",2,True,True
jornadas.psicologia.usach.cl,usach.cl,"80,443",2,True,True
jornadaspregrado.ufro.cl,ufro.cl,"80,443",2,True,True
journals.ufro.cl,ufro.cl,"80,443",2,True,True
jovenseguro.unab.cl,unab.cl,"80,443,8080,8443",4,True,True
juegoresponsable.polla.cl,polla.cl,"80,443",2,True,True
juliet.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
juris.pjud.cl,pjud.cl,"80,443",2,True,True
jzonasur.ufro.cl,ufro.cl,"80,443",2,True,True
k.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
kafka-connect.production-oyrhvq.walmartdigital.cl,walmartdigital.cl,"80,443,8080,8443",4,True,True
kelimutu.cajalosandes.cl,cajalosandes.cl,8443,1,False,True
kexa-production.recorrido.cl,recorrido.cl,443,1,False,True
kexa-qa.recorrido.cl,recorrido.cl,"80,443",2,True,True
key.recorrido.cl,recorrido.cl,443,1,False,True
kgysling-test.bio.puc.cl,puc.cl,"80,443",2,True,True
kiali-marketplace-prd-cl-gcp.ripley.cl,ripley.cl,"80,443,8080,8443",4,True,True
kids-qa.ripley.cl,ripley.cl,"80,443,8080,8443",4,True,True
kitchencenter.trabajando.cl,trabajando.cl,"80,443",2,True,True
kmcero.publimetro.cl,publimetro.cl,"80,443",2,True,True
koandina.trabajando.cl,trabajando.cl,"80,443",2,True,True
kodiak.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
kolibri.curriculumnacional.cl,curriculumnacional.cl,"80,443",2,True,True
komatsu.trabajando.cl,trabajando.cl,"80,443",2,True,True
kunstmann.trabajando.cl,trabajando.cl,"80,443",2,True,True
kupos-prod-perubus.kupos.cl,kupos.cl,"80,443",2,True,True
l.preunic.cl,preunic.cl,"80,443,8080,8443",4,True,True
labmedios.ufro.cl,ufro.cl,"80,443",2,True,True
laboral.inacap.cl,inacap.cl,"80,443",2,True,True
laboral.pjud.cl,pjud.cl,"80,443",2,True,True
labs.emol.cl,emol.cl,"80,443",2,True,True
labs.mercadopago.cl,mercadopago.cl,"80,443",2,True,True
labs.soychile.cl,soychile.cl,"80,443",2,True,True
labws.cinemark.cl,cinemark.cl,"80,443,8080,8443",4,True,True
ladupla.cruzverde.cl,cruzverde.cl,"80,443",2,True,True
laetitia.usach.cl,usach.cl,"80,443",2,True,True
laloma.bcn.cl,bcn.cl,"80,443",2,True,True
lan.despegar.cl,despegar.cl,"80,443",2,True,True
landing-premium.turbus.cl,turbus.cl,"80,443",2,True,True
lapolar.despegar.cl,despegar.cl,"80,443",2,True,True
lapolar.trabajando.cl,trabajando.cl,"80,443",2,True,True
laravel.creattiva.cl,creattiva.cl,"80,443",2,True,True
larunrayun.webescuela.cl,webescuela.cl,"80,443",2,True,True
lascar.cajalosandes.cl,cajalosandes.cl,"80,443",2,True,True
lasegunda.emol.cl,emol.cl,"80,443",2,True,True
lastmile-slots.production.walmartdigital.cl,walmartdigital.cl,"80,443,8080,8443",4,True,True
latamtravel-chile.despegar.cl,despegar.cl,"80,443",2,True,True
lauraelguetadelaflorida.webescuela.cl,webescuela.cl,"80,443",2,True,True
lavirgen2.bcn.cl,bcn.cl,"80,443",2,True,True
lb-rp.tools-v3.walmartdigital.cl,walmartdigital.cl,"80,443",2,True,True
lb.grd.redsalud.cl,redsalud.cl,"80,443",2,True,True
lb.qagrd.redsalud.cl,redsalud.cl,"80,443",2,True,True
lb.tottus.cl,tottus.cl,443,1,False,True
lb.usm.cl,usm.cl,"80,443",2,True,True
lb1.mutual.cl,mutual.cl,443,1,False,True
lb2.mutual.cl,mutual.cl,443,1,False,True
lb9704.qagrd.redsalud.cl,redsalud.cl,"80,443",2,True,True
lcb.uft.cl,uft.cl,"80,443",2,True,True
lce.sence.cl,sence.cl,"80,443",2,True,True
lea.uc.cl,uc.cl,"80,443",2,True,True
lead.preuniversitario.uc.cl,uc.cl,"80,443",2,True,True
leadingestion.istio-system.cdp1.aws-prod1-useast1.aws.sfdc.cl,sfdc.cl,443,1,False,True
learninghub.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
leasingdigital.itau.cl,itau.cl,"80,443,8080,8443",4,True,True
lefmvespertino.usach.cl,usach.cl,"80,443",2,True,True
legacy.bancoripley.cl,bancoripley.cl,"80,443",2,True,True
legales.biobiochile.cl,biobiochile.cl,"80,443",2,True,True
legales.elmostrador.cl,elmostrador.cl,"80,443",2,True,True
lemc.usach.cl,usach.cl,"80,443",2,True,True
levis.trabajando.cl,trabajando.cl,"80,443",2,True,True
lexikon.udec.cl,udec.cl,"80,443,8080",3,True,True
leychile.bcn.cl,bcn.cl,"80,443",2,True,True
leydetransparencia.bcentral.cl,bcentral.cl,"80,443",2,True,True
leyla.conicyt.cl,conicyt.cl,"80,443",2,True,True
leylobby.bcentral.cl,bcentral.cl,"80,443",2,True,True
lib.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
librerias-crm.tumundo.cl,tumundo.cl,"80,443",2,True,True
libro-pie.appoderado.cl,appoderado.cl,"80,443",2,True,True
librodigital.icb.udec.cl,udec.cl,"80,443,8080",3,True,True
libros.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
librosb.clubhipico.cl,clubhipico.cl,"80,443",2,True,True
libs.biobiochile.cl,biobiochile.cl,"80,443",2,True,True
liceoagustinross.webescuela.cl,webescuela.cl,"80,443",2,True,True
licitacion.junaeb.cl,junaeb.cl,"80,443",2,True,True
lightning.chilevision.cl,chilevision.cl,"80,443",2,True,True
linatal.recorrido.cl,recorrido.cl,"80,443",2,True,True
linde-hl.trabajando.cl,trabajando.cl,"80,443",2,True,True
link.curriculumnacional.cl,curriculumnacional.cl,"80,443",2,True,True
link.gourmet.cl,gourmet.cl,"80,443",2,True,True
link.laborum.cl,laborum.cl,"80,443",2,True,True
link.mercadopago.cl,mercadopago.cl,"80,443",2,True,True
links.laborum.cl,laborum.cl,"80,443",2,True,True
linux.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
lipigas.trabajando.cl,trabajando.cl,"80,443",2,True,True
lista-espera.usach.cl,usach.cl,"80,443",2,True,True
listacorreo.chiletrabajos.cl,chiletrabajos.cl,"80,443",2,True,True
listado.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
listas.mat.uc.cl,uc.cl,80,1,True,False
lists.netline.cl,netline.cl,"80,443",2,True,True
listserver.doctoralia.cl,doctoralia.cl,"80,443",2,True,True
liu.cmm.uchile.cl,uchile.cl,"80,443",2,True,True
livekit.emol.cl,emol.cl,"80,443",2,True,True
liveness.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
liveness.mercadopago.cl,mercadopago.cl,"80,443",2,True,True
livetech.shopee.cl,shopee.cl,"80,443",2,True,True
lk.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
llanquihue6.siga.usm.cl,usm.cl,"80,443,8080,8443",4,True,True
local.google.cl,google.cl,"80,443",2,True,True
local.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
localesfasa.farmaciasahumada.cl,farmaciasahumada.cl,"80,443,8080,8443",4,True,True
localhost.cruzverde.cl,cruzverde.cl,"80,443",2,True,True
log-7b4df495.santander.cl,santander.cl,443,1,False,True
login-microsoftonline-com.redbanc.cl,redbanc.cl,443,1,False,True
login-ocp.wom.cl,wom.cl,"80,443",2,True,True
login.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
login.bsale.cl,bsale.cl,"80,443",2,True,True
login.dev.blue.cl,blue.cl,"80,443,8080,8443",4,True,True
login.hostgator.cl,hostgator.cl,"80,443,8080,8443",4,True,True
login.mineduc.cl,mineduc.cl,"80,443",2,True,True
login.ministeriodesarrollosocial.gob.cl,gob.cl,"80,443,8080,8443",4,True,True
login.personas.dev.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
login.personas.itau.cl,itau.cl,"80,443",2,True,True
login.portal.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
login.portalempresas.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
login.qa.bancochile.cl,bancochile.cl,"80,443,8080,8443",4,True,True
login.usm.cl,usm.cl,"80,443",2,True,True
logincorreo.duoc.cl,duoc.cl,80,1,True,False
logistica.redelcom.cl,redelcom.cl,"80,443",2,True,True
logs.emol.cl,emol.cl,"80,443,8080",3,True,True
logt.usach.cl,usach.cl,"80,443",2,True,True
loro.dti.udec.cl,udec.cl,80,1,True,False
loslagoschile.webescuela.cl,webescuela.cl,"80,443",2,True,True
lotso.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
lounge.trabajando.cl,trabajando.cl,"80,443",2,True,True
loyalty-demo.bsale.cl,bsale.cl,80,1,True,False
loyalty.bsale.cl,bsale.cl,"80,443",2,True,True
luisduranddurand.webescuela.cl,webescuela.cl,"80,443",2,True,True
luke.creattiva.cl,creattiva.cl,"80,443",2,True,True
luke.cruzverde.cl,cruzverde.cl,"80,443",2,True,True
lundinmining.trabajando.cl,trabajando.cl,"80,443",2,True,True
lync2013-se.uft.cl,uft.cl,"80,443",2,True,True
m.24horas.cl,24horas.cl,"80,443,8080,8443",4,True,True
m.adidas.cl,adidas.cl,"80,443",2,True,True
m.aguasandinas.cl,aguasandinas.cl,"80,443,8080,8443",4,True,True
m.biblioteca.duoc.cl,duoc.cl,"80,443",2,True,True
m.biobiochile.cl,biobiochile.cl,"80,443",2,True,True
m.cooperativa.cl,cooperativa.cl,"80,443",2,True,True
m.dalealbo.cl,dalealbo.cl,"80,443",2,True,True
m.development.adidas.cl,adidas.cl,"80,443",2,True,True
m.farmaciasahumada.cl,farmaciasahumada.cl,"80,443",2,True,True
m.flashscore.cl,flashscore.cl,"80,443",2,True,True
m.google.cl,google.cl,"80,443",2,True,True
m.ibus.cl,ibus.cl,80,1,True,False
m.inacap.cl,inacap.cl,"80,443",2,True,True
m.kupos.cl,kupos.cl,"80,443",2,True,True
m.laborum.cl,laborum.cl,"80,443,8080,8443",4,True,True
m.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
m.mutual.cl,mutual.cl,"80,443",2,True,True
m.polla.cl,polla.cl,"80,443",2,True,True
m.portalnet.cl,portalnet.cl,"80,443,8080,8443",4,True,True
m.sgscm.laborum.cl,laborum.cl,"80,443,8080,8443",4,True,True
m.staging.adidas.cl,adidas.cl,"80,443",2,True,True
m.terratv.terra.cl,terra.cl,"80,443,8080,8443",4,True,True
m2.polla.cl,polla.cl,"80,443",2,True,True
ma.milicenciamedica.cl,milicenciamedica.cl,"80,443",2,True,True
mads-off.mercadolibre.cl,mercadolibre.cl,"80,443",2,True,True
maestra.trabajando.cl,trabajando.cl,"80,443",2,True,True
maestros-qa.efe.cl,efe.cl,"80,443",2,True,True
maestros.efe.cl,efe.cl,"80,443",2,True,True
magallanes.mineduc.cl,mineduc.cl,"80,443",2,True,True
magingquimica.usach.cl,usach.cl,"80,443",2,True,True
magistercienciassociales.ufro.cl,ufro.cl,"80,443",2,True,True
magistereconomia.usach.cl,usach.cl,"80,443",2,True,True
magisterenconstruccion.uc.cl,uc.cl,"80,443",2,True,True
magisterenestadistica.ubiobio.cl,ubiobio.cl,"80,443",2,True,True
mail.adc.dci.uc.cl,uc.cl,"80,443",2,True,True
mail.ap2.cpanelhost.cl,cpanelhost.cl,"80,443",2,True,True
mail.autofact.cl,autofact.cl,"80,443",2,True,True
mail.ayuda.powerhost.cl,powerhost.cl,"80,443",2,True,True
mail.biblio.ucsc.cl,ucsc.cl,"80,443",2,True,True
mail.blog.powerhost.cl,powerhost.cl,"80,443",2,True,True
mail.cauditor.ucsc.cl,ucsc.cl,"80,443",2,True,True
mail.chiletrabajos.cl,chiletrabajos.cl,"80,443",2,True,True
mail.cl.creattiva.cl,creattiva.cl,"80,443",2,True,True
mail.clubhipico.cl,clubhipico.cl,"80,443",2,True,True
